Protein family,Layer,Head,Correlation,P-value
PF13377,0,0,-0.21122229170826642,4.01957903218687e-45
PF13377,0,1,-0.32656818330251314,8.814333821916072e-109
PF13377,0,2,-0.336904595519829,4.423704261472921e-116
PF13377,0,3,-0.281448728671484,4.036975106418224e-80
PF13377,0,4,0.2586999378045032,1.499567022373577e-67
PF13377,0,5,-0.24352210666032525,7.842851691018484e-60
PF13377,0,6,-0.24402050970428474,4.4600366366650435e-60
PF13377,0,7,-0.300030070417287,2.62221755634534e-91
PF13377,0,8,-0.3507453399905686,2.6475967812696668e-126
PF13377,0,9,-0.39814077549382254,2.0261101984234294e-165
PF13377,0,10,-0.3533824417736281,2.6039564159298133e-128
PF13377,0,11,-0.36134209916899085,1.736659270923736e-134
PF13377,1,0,-0.448849015612169,5.289313429120403e-215
PF13377,1,1,-0.09711150626843523,1.3387408442506346e-10
PF13377,1,2,-0.13970554734876453,1.9805993564514742e-20
PF13377,1,3,-0.31335669227640284,7.386596725123895e-100
PF13377,1,4,-0.46148389542098023,9.865503088242147e-229
PF13377,1,5,-0.40779804942163733,3.241281713999306e-174
PF13377,1,6,-0.43365646122852114,3.026369088388546e-199
PF13377,1,7,-0.439822229254401,1.5227177929423947e-205
PF13377,1,8,-0.47891556709185973,1.1954965342836844e-248
PF13377,1,9,-0.5081051207028829,1.0662441293287976e-284
PF13377,1,10,-0.3453183065591345,3.1145492986102697e-122
PF13377,1,11,-0.2844827574308409,6.866241260513225e-82
PF13377,2,0,-0.4359401255822758,1.4567604392152053e-201
PF13377,2,1,-0.3231013479791888,2.1402769863404999e-106
PF13377,2,2,-0.39653482587143873,5.510951314069795e-164
PF13377,2,3,-0.43339679982268203,5.537423310717355e-199
PF13377,2,4,-0.3749384270546497,1.881374516059767e-145
PF13377,2,5,0.013580107726511376,0.370214741184983
PF13377,2,6,-0.4062329903228645,9.037904921198377e-173
PF13377,2,7,-0.450820801718472,4.157306244311167e-217
PF13377,2,8,-0.4326590507365521,3.072883069877527e-198
PF13377,2,9,-0.10910624006219634,5.179326110634527e-13
PF13377,2,10,-0.4357765207486096,2.13802366803055e-201
PF13377,2,11,-0.4891195829132579,7.437788024309546e-261
PF13377,3,0,-0.514632927433062,2.9851027987296865e-293
PF13377,3,1,-0.43548809550842615,4.202789891552883e-201
PF13377,3,2,-0.3513250472113728,9.621853715974061e-127
PF13377,3,3,-0.140081473764239,1.563967741532342e-20
PF13377,3,4,-0.4545588720594275,3.896600704817243e-221
PF13377,3,5,-0.4152195182285702,3.553240370717284e-181
PF13377,3,6,-0.2649286202522757,7.163179353234598e-71
PF13377,3,7,-0.41817403615377763,5.375330717311939e-184
PF13377,3,8,-0.01075018720764997,0.4781201987286352
PF13377,3,9,-0.37595779784565136,2.696829840000697e-146
PF13377,3,10,-0.4540428267874954,1.4117980024949545e-220
PF13377,3,11,-0.3518515112267299,3.83032924876758e-127
PF13377,4,0,-0.35765874761060823,1.317306631364444e-131
PF13377,4,1,-0.11707891987268801,9.069722510264305e-15
PF13377,4,2,-0.4268426886734311,1.9527936589570033e-192
PF13377,4,3,-0.4659913375117874,9.0043967121836e-234
PF13377,4,4,-0.4421272879077165,6.227206641646739e-208
PF13377,4,5,-0.45238450782124995,8.70747125857938e-219
PF13377,4,6,-0.4609030901311668,4.3452324672676106e-228
PF13377,4,7,-0.25806948244913497,3.214290833612455e-67
PF13377,4,8,-0.3978442719902076,3.733558293182284e-165
PF13377,4,9,-0.45723349852212714,4.758685111965957e-224
PF13377,4,10,-0.43111084969359964,1.10499628788401e-196
PF13377,4,11,-0.45524009118083003,7.098576597701019e-222
PF13377,5,0,-0.072601129880307,1.6135733021826866e-06
PF13377,5,1,-0.10967246772693985,3.9225068897055735e-13
PF13377,5,2,-0.42735762460837534,6.04616438375299e-193
PF13377,5,3,-0.33690500232200743,4.4207221943930234e-116
PF13377,5,4,-0.31214182484833686,4.639469299947538e-99
PF13377,5,5,-0.11988284086096822,2.0440836307552444e-15
PF13377,5,6,-0.38090601070846547,1.960865620064688e-150
PF13377,5,7,-0.2981841941774898,3.6975958872210645e-90
PF13377,5,8,-0.1587310368440975,5.642163713142994e-26
PF13377,5,9,-0.42348246827625136,3.904851785449942e-189
PF13377,5,10,-0.34684473466291393,2.2732730788135586e-123
PF13377,5,11,-0.056121531253719804,0.00021065903417198586
PF13377,6,0,-0.4373475778026319,5.323107058970152e-203
PF13377,6,1,-0.32968690189611394,5.92303730850123e-111
PF13377,6,2,-0.4447697591721478,1.0802955969304406e-210
PF13377,6,3,-0.21840561536339723,3.3943915532477975e-48
PF13377,6,4,-0.36650388404378414,1.3778769221439674e-138
PF13377,6,5,-0.3578579242420757,9.224177418400334e-132
PF13377,6,6,-0.40129436586761064,2.9268031511226883e-168
PF13377,6,7,-0.3563565839162829,1.3450107434886913e-130
PF13377,6,8,-0.44452105276269616,1.9698151079204793e-210
PF13377,6,9,-0.3867811439075067,1.9259487714741553e-155
PF13377,6,10,-0.3695368894405903,4.9468614070154883e-141
PF13377,6,11,0.11529888278950874,2.2933539224256378e-14
PF13377,7,0,-0.4309346562542989,1.659229646975833e-196
PF13377,7,1,-0.4321994263832411,8.918228463245683e-198
PF13377,7,2,-0.481530211248472,9.755827898242316e-252
PF13377,7,3,-0.4889873592892923,1.077145829104289e-260
PF13377,7,4,-0.4479809314542495,4.421357909303699e-214
PF13377,7,5,-0.35222277433532406,1.9983841880921604e-127
PF13377,7,6,-0.0943915590674023,4.3202422813209713e-10
PF13377,7,7,-0.44399343427187105,7.033249194420855e-210
PF13377,7,8,-0.45530227389391387,6.075519267067238e-222
PF13377,7,9,-0.40894853368787426,2.775109178730699e-175
PF13377,7,10,-0.45379737656256164,2.602296287033464e-220
PF13377,7,11,0.03302483663674537,0.029286519610387123
PF13377,8,0,-0.46805517717976186,4.1834718741583235e-236
