Protein family,Layer,Correlation,P value
PF00066,0,0.26077439803017105,1.2350383430703961e-167
PF00066,1,0.21769843375965134,3.4197200944941887e-116
PF00066,2,0.20887271553480702,6.516808913259163e-107
PF00066,3,0.1867360073125872,1.8505027844581373e-85
PF00066,4,0.1399615771298936,1.9070531055327868e-48
PF00066,5,0.09365219209040623,1.6689435071860307e-22
PF00066,6,0.07809698439715515,4.1682288917868103e-16
PF00066,7,0.06547493229530207,9.366236037525894e-12
PF00066,8,0.057454007138169554,2.238710386013621e-09
PF00066,9,0.06393393197322603,2.8297383064083388e-11
PF00066,10,0.06343100329719964,4.0370536299138215e-11
PF00066,11,0.062320620833964266,8.761973462974806e-11
