Protein family,Layer,Correlation,P value
PF00066,0,0.23011180766327197,5.848143582087614e-130
PF00066,1,0.17224620753161968,8.394754533353149e-73
PF00066,2,0.13362990869335123,2.790662577021732e-44
PF00066,3,0.15700912244001128,1.1849740631387489e-60
PF00066,4,0.1530082028445949,1.1727124930267538e-57
PF00066,5,0.13160926400740997,5.4116941636887676e-43
PF00066,6,0.09324829795212146,2.5299140939743206e-22
PF00066,7,0.09299964445078031,3.2654466260613048e-22
PF00066,8,0.08367605948142037,2.866971881529365e-18
PF00066,9,0.08399372564300048,2.1372701076699403e-18
PF00066,10,0.07434413780359693,9.816480738862796e-15
PF00066,11,0.09556446548928123,2.272436364393556e-23
