Protein family,Layer,Head,Correlation,P-value
PF20171,0,0,-0.6086597741091154,0.0
PF20171,0,1,-0.47652615400942083,0.0
PF20171,0,2,-0.5255430323211658,0.0
PF20171,0,3,-0.21827343743199934,2.1217727996030574e-181
PF20171,0,4,0.6774426174243179,0.0
PF20171,0,5,0.03228433217453297,2.695836908849733e-05
PF20171,0,6,0.11368159618189386,1.000874715579809e-49
PF20171,0,7,-0.3569906021820241,0.0
PF20171,0,8,-0.3417088154856806,0.0
PF20171,0,9,-0.6827869830930997,0.0
PF20171,0,10,-0.1906070856073042,5.1724393017903663e-138
PF20171,0,11,-0.35224480750462617,0.0
PF20171,1,0,-0.6580638826566977,0.0
PF20171,1,1,-0.12049209571178532,1.1012339859471777e-55
PF20171,1,2,-0.6230781772247794,0.0
PF20171,1,3,-0.28426372911706255,0.0
PF20171,1,4,-0.5376421827623024,0.0
PF20171,1,5,-0.3990478494721577,0.0
PF20171,1,6,-0.5917913981389338,0.0
PF20171,1,7,-0.402194394175611,0.0
PF20171,1,8,-0.5205245946658186,0.0
PF20171,1,9,-0.67098408470593,0.0
PF20171,1,10,-0.2137400368979437,7.480800085724485e-174
PF20171,1,11,-0.42240694184328875,0.0
PF20171,2,0,-0.3226281520148152,0.0
PF20171,2,1,-0.5061759606627197,0.0
PF20171,2,2,-0.5992565103966684,0.0
PF20171,2,3,-0.488851937850221,0.0
PF20171,2,4,-0.061924155101558354,7.801239940119066e-16
PF20171,2,5,0.18263481825953576,1.1087632660787532e-126
PF20171,2,6,-0.19213807360518248,3.0083550719098742e-140
PF20171,2,7,-0.4327771880804127,0.0
PF20171,2,8,-0.5563038002983915,0.0
PF20171,2,9,-0.11240185922634888,1.2040334784350203e-48
PF20171,2,10,-0.4574808115240441,0.0
PF20171,2,11,-0.6190691626666425,0.0
PF20171,3,0,-0.6107611674699174,0.0
PF20171,3,1,-0.4960306509609506,0.0
PF20171,3,2,-0.5196392224315803,0.0
PF20171,3,3,-0.03490413922551067,5.663288453275463e-06
PF20171,3,4,-0.4311194842155806,0.0
PF20171,3,5,-0.4617355405653958,0.0
PF20171,3,6,-0.47572620701330137,0.0
PF20171,3,7,-0.6097826463716216,0.0
PF20171,3,8,-0.09962250903459015,1.5423392754212147e-38
PF20171,3,9,-0.6766478600177344,0.0
PF20171,3,10,-0.601562491367801,0.0
PF20171,3,11,-0.47972561368042793,0.0
PF20171,4,0,-0.5762735629485227,0.0
PF20171,4,1,-0.3450443730481749,0.0
PF20171,4,2,-0.5276233477555082,0.0
PF20171,4,3,-0.48450161529328223,0.0
PF20171,4,4,-0.5568567414173357,0.0
PF20171,4,5,-0.3990130024327737,0.0
PF20171,4,6,-0.406596080645166,0.0
PF20171,4,7,-0.2725892348913044,1.0966264598098911e-285
PF20171,4,8,-0.44918372861040634,0.0
PF20171,4,9,-0.32981485289816237,0.0
PF20171,4,10,-0.5514719004050389,0.0
PF20171,4,11,-0.629166806321825,0.0
PF20171,5,0,0.04904179816292459,1.784805733962367e-10
PF20171,5,1,-0.09624083721960275,4.538583757959549e-36
PF20171,5,2,-0.6129184897704356,0.0
PF20171,5,3,-0.35061268965611486,0.0
PF20171,5,4,-0.5792606970430187,0.0
PF20171,5,5,-0.45743488843677554,0.0
PF20171,5,6,-0.46916460369754914,0.0
PF20171,5,7,-0.4381229956445883,0.0
PF20171,5,8,-0.2147955304766842,1.3559355033376492e-175
PF20171,5,9,-0.5725504706357707,0.0
PF20171,5,10,-0.31081958927300646,0.0
PF20171,5,11,-0.013815312570467017,0.07250350483544725
PF20171,6,0,-0.4835581137779748,0.0
PF20171,6,1,-0.20261946626336955,4.539901725924197e-156
PF20171,6,2,-0.4411232517164341,0.0
PF20171,6,3,-0.29821898851389095,0.0
PF20171,6,4,-0.4243842946367054,0.0
PF20171,6,5,-0.590457843061729,0.0
PF20171,6,6,-0.6279854897479545,0.0
PF20171,6,7,-0.46141592722678276,0.0
PF20171,6,8,-0.481520873666859,0.0
PF20171,6,9,-0.42920970876764963,0.0
PF20171,6,10,-0.443256342862178,0.0
PF20171,6,11,0.23022079650288246,3.9822439720263284e-202
PF20171,7,0,-0.2683807431376134,1.1486491685006942e-276
PF20171,7,1,-0.47171374640552555,0.0
PF20171,7,2,-0.5705350739832191,0.0
PF20171,7,3,-0.5121432529948534,0.0
PF20171,7,4,-0.5212027928778799,0.0
PF20171,7,5,-0.16144825763647075,4.6423441180880554e-99
PF20171,7,6,-0.31190827181655834,0.0
PF20171,7,7,-0.43887666645459483,0.0
PF20171,7,8,-0.47935135992325556,0.0
PF20171,7,9,-0.4311300584006875,0.0
PF20171,7,10,-0.5270441405817853,0.0
PF20171,7,11,0.0002165653668181131,0.9775413865948847
PF20171,8,0,-0.5894952532381164,0.0
PF20171,8,1,-0.5666556093889958,0.0
PF20171,8,2,0.40692602497208746,0.0
PF20171,8,3,-0.3680304788277063,0.0
PF20171,8,4,-0.5197263590317364,0.0
PF20171,8,5,-0.43006569753724916,0.0
PF20171,8,6,0.31328800692049774,0.0
PF20171,8,7,-0.488351394830866,0.0
PF20171,8,8,-0.2797098040105512,2.5523658004100784e-301
PF20171,8,9,-0.40275753962894983,0.0
PF20171,8,10,-0.5195440724684994,0.0
PF20171,8,11,-0.47980913257993024,0.0
PF20171,9,0,-0.49804944746295116,0.0
PF20171,9,1,-0.36211477509044226,0.0
PF20171,9,2,-0.5195978512371352,0.0
PF20171,9,3,-0.5437803001097206,0.0
PF20171,9,4,-0.5170469418437799,0.0
PF20171,9,5,-0.48630207078553217,0.0
PF20171,9,6,-0.39491235293299987,0.0
PF20171,9,7,-0.38207446241929094,0.0
PF20171,9,8,-0.552609835988501,0.0
PF20171,9,9,-0.19212793735781541,3.113091916967756e-140
PF20171,9,10,-0.4177353925868812,0.0
PF20171,9,11,-0.5652621088672449,0.0
PF20171,10,0,-0.5042696049823285,0.0
PF20171,10,1,-0.40373133643870557,0.0
PF20171,10,2,-0.3557568946362044,0.0
PF20171,10,3,-0.55088595258249,0.0
PF20171,10,4,-0.5928279454091503,0.0
PF20171,10,5,-0.5149919293704069,0.0
PF20171,10,6,-0.4861512600013954,0.0
PF20171,10,7,-0.5358760747713786,0.0
PF20171,10,8,-0.5723134489870015,0.0
PF20171,10,9,-0.5782212590743596,0.0
PF20171,10,10,-0.5370259457089527,0.0
PF20171,10,11,-0.5402476703567878,0.0
PF20171,11,0,-0.5212677904808352,0.0
PF20171,11,1,-0.4946314061338028,0.0
PF20171,11,2,-0.49531192025026455,0.0
PF20171,11,3,-0.5740671960500761,0.0
PF20171,11,4,-0.5525662696861637,0.0
PF20171,11,5,-0.5327607398542118,0.0
PF20171,11,6,-0.5722519606657084,0.0
PF20171,11,7,-0.6456278344646982,0.0
PF20171,11,8,-0.528388654765202,0.0
PF20171,11,9,0.3554889231848177,0.0
PF20171,11,10,-0.48294816963038184,0.0
PF20171,11,11,-0.5376763825745622,0.0
