Protein family,Layer,Head,Correlation,P-value
PF00066,0,0,-0.4024499557551763,0.0
PF00066,0,1,-0.6566486802660867,0.0
PF00066,0,2,-0.6633760776546913,0.0
PF00066,0,3,-0.5807343960088144,0.0
PF00066,0,4,0.35058455965864904,0.0
PF00066,0,5,-0.5851462599805489,0.0
PF00066,0,6,-0.445080377179339,0.0
PF00066,0,7,-0.6508045453270269,0.0
PF00066,0,8,-0.6450226120176578,0.0
PF00066,0,9,-0.5070521822473223,0.0
PF00066,0,10,-0.04569404531544142,1.9931796966536124e-06
PF00066,0,11,-0.6572142147917144,0.0
PF00066,1,0,-0.7301443933598741,0.0
PF00066,1,1,-0.37009207280375217,0.0
PF00066,1,2,-0.6972709654916663,0.0
PF00066,1,3,-0.6783893661199828,0.0
PF00066,1,4,-0.7233865983682464,0.0
PF00066,1,5,-0.6999667536960307,0.0
PF00066,1,6,-0.71284638165317,0.0
PF00066,1,7,-0.6994199410581161,0.0
PF00066,1,8,-0.7288060902090598,0.0
PF00066,1,9,-0.7138065986251204,0.0
PF00066,1,10,-0.48242479743363326,0.0
PF00066,1,11,-0.590332407666003,0.0
PF00066,2,0,-0.6318375520822263,0.0
PF00066,2,1,-0.6354805668423305,0.0
PF00066,2,2,-0.681137487213103,0.0
PF00066,2,3,-0.5979730855230401,0.0
PF00066,2,4,-0.6969405822734462,0.0
PF00066,2,5,-0.28208206894687604,5.387874609295235e-197
PF00066,2,6,-0.6483032375284883,0.0
PF00066,2,7,-0.6931900561300377,0.0
PF00066,2,8,-0.7069431935243381,0.0
PF00066,2,9,-0.5517187048307117,0.0
PF00066,2,10,-0.6902963594607315,0.0
PF00066,2,11,-0.6819576791937244,0.0
PF00066,3,0,-0.623852456044237,0.0
PF00066,3,1,-0.6528983694784135,0.0
PF00066,3,2,-0.6236718509729701,0.0
PF00066,3,3,-0.4426326954997266,0.0
PF00066,3,4,-0.6526571103536442,0.0
PF00066,3,5,-0.6492353532713416,0.0
PF00066,3,6,-0.49313915484381404,0.0
PF00066,3,7,-0.679048992023617,0.0
PF00066,3,8,0.41216855931428864,0.0
PF00066,3,9,-0.6637800748547474,0.0
PF00066,3,10,-0.6462289722037698,0.0
PF00066,3,11,-0.6585890560886438,0.0
PF00066,4,0,-0.6111577497547855,0.0
PF00066,4,1,-0.20342842930516986,2.1403777973371313e-101
PF00066,4,2,-0.6276371280518569,0.0
PF00066,4,3,-0.6503177899377748,0.0
PF00066,4,4,-0.6414676184464269,0.0
PF00066,4,5,-0.6438548988626757,0.0
PF00066,4,6,-0.6282529685048532,0.0
PF00066,4,7,-0.48364914017549643,0.0
PF00066,4,8,-0.6712376069343267,0.0
PF00066,4,9,-0.6648919937157932,0.0
PF00066,4,10,-0.6574988727587463,0.0
PF00066,4,11,-0.6198355269416496,0.0
PF00066,5,0,-0.45178840149702026,0.0
PF00066,5,1,-0.5826166136359102,0.0
PF00066,5,2,-0.6668159458367277,0.0
PF00066,5,3,-0.6034177595491639,0.0
PF00066,5,4,-0.7153406305023058,0.0
PF00066,5,5,-0.35045956853966237,0.0
PF00066,5,6,-0.6539985537412214,0.0
PF00066,5,7,-0.6382274481228597,0.0
PF00066,5,8,-0.6057729876667082,0.0
PF00066,5,9,-0.6666703865935991,0.0
PF00066,5,10,-0.654879957355724,0.0
PF00066,5,11,-0.2772587164398401,4.0906009802012894e-190
PF00066,6,0,-0.6389206538877273,0.0
PF00066,6,1,-0.5932561130148934,0.0
PF00066,6,2,-0.6410994841495867,0.0
PF00066,6,3,-0.42169866884324037,0.0
PF00066,6,4,-0.6269006451271111,0.0
PF00066,6,5,-0.5189394684783343,0.0
PF00066,6,6,-0.6755289033009922,0.0
PF00066,6,7,-0.5980598496968911,0.0
PF00066,6,8,-0.6442486859627494,0.0
PF00066,6,9,-0.6245388950243902,0.0
PF00066,6,10,-0.5608354752328212,0.0
PF00066,6,11,0.24519644585559922,7.835519277621854e-148
PF00066,7,0,-0.5855512937527314,0.0
PF00066,7,1,-0.632810677794624,0.0
PF00066,7,2,-0.619146899318937,0.0
PF00066,7,3,-0.6581160168306839,0.0
PF00066,7,4,-0.5744577689762566,0.0
PF00066,7,5,-0.5028225313040625,0.0
PF00066,7,6,-0.09721663211032482,3.928688290829475e-24
PF00066,7,7,-0.5483313386046567,0.0
PF00066,7,8,-0.6324728622280773,0.0
PF00066,7,9,-0.6575446904113912,0.0
PF00066,7,10,-0.657803482846554,0.0
PF00066,7,11,0.2075798656980171,1.3751045528108088e-105
PF00066,8,0,-0.6249901133782254,0.0
PF00066,8,1,-0.659251078274231,0.0
PF00066,8,2,0.19012714452161894,1.4060473213204434e-88
PF00066,8,3,-0.5973570294852473,0.0
PF00066,8,4,-0.6470778261683489,0.0
PF00066,8,5,-0.5691308568609483,0.0
PF00066,8,6,-0.1986173252800416,1.1865626900952568e-96
PF00066,8,7,-0.605741434262231,0.0
PF00066,8,8,-0.333304112989044,6.784937489841751e-279
PF00066,8,9,-0.6008360962934414,0.0
PF00066,8,10,-0.619383107633395,0.0
PF00066,8,11,-0.6085616017414465,0.0
PF00066,9,0,-0.6092947082915304,0.0
PF00066,9,1,-0.6467747061841292,0.0
PF00066,9,2,-0.6472061594582315,0.0
PF00066,9,3,-0.6893905300022998,0.0
PF00066,9,4,-0.6616639914382119,0.0
PF00066,9,5,-0.6229855260257727,0.0
PF00066,9,6,-0.5904252915392192,0.0
PF00066,9,7,-0.6307659827119202,0.0
PF00066,9,8,-0.6343138585032151,0.0
PF00066,9,9,-0.4336481548499979,0.0
PF00066,9,10,-0.6641456865359278,0.0
PF00066,9,11,-0.6493446260531675,0.0
PF00066,10,0,-0.6763989569774611,0.0
PF00066,10,1,-0.5965708631579164,0.0
PF00066,10,2,-0.6188403583549933,0.0
PF00066,10,3,-0.5943658623524818,0.0
PF00066,10,4,-0.6447286492517194,0.0
PF00066,10,5,-0.6000659524405423,0.0
PF00066,10,6,-0.6211914315604175,0.0
PF00066,10,7,-0.6079798248543775,0.0
PF00066,10,8,-0.6220403255560267,0.0
PF00066,10,9,-0.62289125263671,0.0
PF00066,10,10,-0.6077366678300689,0.0
PF00066,10,11,-0.5686656562957308,0.0
PF00066,11,0,-0.690617983900398,0.0
PF00066,11,1,-0.6654861922734102,0.0
PF00066,11,2,-0.6748799782200413,0.0
PF00066,11,3,-0.6333100246565746,0.0
PF00066,11,4,-0.6324556425499313,0.0
PF00066,11,5,-0.6040005144529669,0.0
PF00066,11,6,-0.6085419908138374,0.0
PF00066,11,7,-0.6627426410103447,0.0
PF00066,11,8,-0.5583075829352636,0.0
PF00066,11,9,-0.06758529751460589,1.9768912651285498e-12
PF00066,11,10,-0.6922422795767225,0.0
PF00066,11,11,-0.6329941154240315,0.0
