"FileName1","FileName2","RF_1","CI_1"
"PF00066_0","PF00066_sc0",0.97029702970297,0.972038987348605
"PF00066_0","PF00066_sc1",0.712871287128713,0.814809030607479
"PF00066_0","PF00066_sc10",0.623762376237624,0.750366387886229
"PF00066_0","PF00066_sc11",0.603960396039604,0.729586581218267
"PF00066_0","PF00066_sc2",0.673267326732673,0.758832391261627
"PF00066_0","PF00066_sc3",0.683168316831683,0.778275842710939
"PF00066_0","PF00066_sc4",0.633663366336634,0.742142780634335
"PF00066_0","PF00066_sc5",0.623762376237624,0.74881566867749
"PF00066_0","PF00066_sc6",0.633663366336634,0.741575583919741
"PF00066_0","PF00066_sc7",0.603960396039604,0.747566523791695
"PF00066_0","PF00066_sc8",0.564356435643564,0.706250517366482
"PF00066_0","PF00066_sc9",0.574257425742574,0.691231457616052
"PF00066_0","PF00066_scovar0",0.0396039603960396,0.298390335803458
"PF00066_0","PF00066_scovar1",0.0297029702970297,0.252106505775153
"PF00066_0","PF00066_scovar10",0.0099009900990099,0.138273887792548
"PF00066_0","PF00066_scovar11",0.0198019801980198,0.135722962439867
"PF00066_0","PF00066_scovar2",0.0198019801980198,0.204945948595803
"PF00066_0","PF00066_scovar3",0.0198019801980198,0.182624968204884
"PF00066_0","PF00066_scovar4",0.0198019801980198,0.151475622978836
"PF00066_0","PF00066_scovar5",0.0198019801980198,0.146305070063662
"PF00066_0","PF00066_scovar6",0.0198019801980198,0.145171985933418
"PF00066_0","PF00066_scovar7",0.0198019801980198,0.145038227161203
"PF00066_0","PF00066_scovar8",0.0099009900990099,0.13938525454642
"PF00066_0","PF00066_scovar9",0.0198019801980198,0.141342800330506
"PF00066_0","PF00066_sr0",0.0396039603960396,0.313493804628643
"PF00066_0","PF00066_sr1",0.0198019801980198,0.242682251007674
"PF00066_0","PF00066_sr10",0,0.149401379953249
"PF00066_0","PF00066_sr11",0,0.162659335077675
"PF00066_0","PF00066_sr2",0.0297029702970297,0.185862935483729
"PF00066_0","PF00066_sr3",0.0198019801980198,0.182022361817277
"PF00066_0","PF00066_sr4",0.0198019801980198,0.175475946203289
"PF00066_0","PF00066_sr5",0.0099009900990099,0.15659605298446
"PF00066_0","PF00066_sr6",0.0099009900990099,0.145895122674275
"PF00066_0","PF00066_sr7",0.0099009900990099,0.16174584053964
"PF00066_0","PF00066_sr8",0.0099009900990099,0.153701353177191
"PF00066_0","PF00066_sr9",0,0.159991113257611
"PF00066_1","PF00066_sc0",0.792079207920792,0.845244004815865
"PF00066_1","PF00066_sc1",0.831683168316832,0.927797221599629
"PF00066_1","PF00066_sc10",0.603960396039604,0.760787383879804
"PF00066_1","PF00066_sc11",0.603960396039604,0.771155197115288
"PF00066_1","PF00066_sc2",0.792079207920792,0.836482624042547
"PF00066_1","PF00066_sc3",0.782178217821782,0.876102644313495
"PF00066_1","PF00066_sc4",0.683168316831683,0.805544568668842
"PF00066_1","PF00066_sc5",0.633663366336634,0.782695326813808
"PF00066_1","PF00066_sc6",0.584158415841584,0.738051325499343
"PF00066_1","PF00066_sc7",0.574257425742574,0.743684520923418
"PF00066_1","PF00066_sc8",0.594059405940594,0.747119851934621
"PF00066_1","PF00066_sc9",0.554455445544555,0.72550682960643
"PF00066_1","PF00066_scovar0",0.0297029702970297,0.252003399008385
"PF00066_1","PF00066_scovar1",0.0297029702970297,0.231373528049988
"PF00066_1","PF00066_scovar10",0.0099009900990099,0.141878954146723
"PF00066_1","PF00066_scovar11",0.0198019801980198,0.134326258672514
"PF00066_1","PF00066_scovar2",0.0198019801980198,0.198176527384355
