Protein family,Layer,Correlation,P value
PF06427,0,0.06588504954382601,1.568124648130915e-24
PF06427,1,0.008194927027412405,0.204024464162502
PF06427,2,0.001024811955567936,0.8737968006905178
PF06427,3,0.08655811500713297,3.4751231500183104e-41
PF06427,4,0.12490693076652838,3.8495349005782e-84
PF06427,5,0.11223986356246822,3.3566531051318924e-68
PF06427,6,0.05536503117873673,8.871198727612725e-18
PF06427,7,0.028743521567944307,8.352848656257142e-06
PF06427,8,-0.03133640477865294,1.1852773070484137e-06
PF06427,9,-0.06586493494865622,1.6195535841998574e-24
PF06427,10,-0.07122403773173584,2.1156078790759515e-28
PF06427,11,-0.056818469064116944,1.2127161981673666e-18
