Protein family,Layer,Correlation,P value
PF00672,0,0.07562381552612646,5.291291727481964e-58
PF00672,1,0.06138665356762206,8.71745287834808e-39
PF00672,2,0.06329078749766012,3.9940300080427497e-41
PF00672,3,0.021077850710479934,7.863151580617238e-06
PF00672,4,-0.015424046217179804,0.0010754697057930175
PF00672,5,-0.027197643164952805,8.078764048203424e-09
PF00672,6,-0.02089121996868898,9.453996523655416e-06
PF00672,7,-0.021398436130587374,5.709752068079661e-06
PF00672,8,-0.02716540841929627,8.412923806284608e-09
PF00672,9,-0.040336961290263706,1.1819678891445646e-17
PF00672,10,-0.03948085220854474,5.61828704347726e-17
PF00672,11,-0.04389945635979645,1.2673655858112907e-20
