Protein family,Layer,Correlation,P value
PF06427,0,0.07495218764967272,2.7893156102003265e-31
PF06427,1,0.0661209368975733,1.0732749273718022e-24
PF06427,2,0.09853804500457929,6.569312168061942e-53
PF06427,3,0.07913075014760043,1.1054808197271468e-34
PF06427,4,0.04709078334374541,2.8195982965925726e-13
PF06427,5,0.02653053867996139,3.9098490221279705e-05
PF06427,6,0.025824895926000766,6.2460200138277e-05
PF06427,7,0.01180689359189882,0.06724439608985315
PF06427,8,0.011759586147943608,0.06834822922984449
PF06427,9,0.005721586838564379,0.3751827779275103
PF06427,10,-0.0024931010325055444,0.6991921904654352
PF06427,11,-0.010965515944498355,0.08920287175168405
