"FileName1","FileName2","RF_4","CI_4"
"PF00066_0","PF00066_sc0",1,1
"PF00066_0","PF00066_sc1",0.712871287128713,0.840934573164792
"PF00066_0","PF00066_sc10",0.574257425742574,0.740555936910174
"PF00066_0","PF00066_sc11",0.584158415841584,0.731170997981152
"PF00066_0","PF00066_sc2",0.643564356435644,0.75671915942894
"PF00066_0","PF00066_sc3",0.693069306930693,0.785874640269837
"PF00066_0","PF00066_sc4",0.633663366336634,0.762768091510383
"PF00066_0","PF00066_sc5",0.603960396039604,0.75386136913594
"PF00066_0","PF00066_sc6",0.603960396039604,0.71701225890598
"PF00066_0","PF00066_sc7",0.564356435643564,0.709718301568863
"PF00066_0","PF00066_sc8",0.514851485148515,0.702045804762031
"PF00066_0","PF00066_sc9",0.534653465346535,0.739461218605522
"PF00066_0","PF00066_scovar0",0.0396039603960396,0.295796056783261
"PF00066_0","PF00066_scovar1",0.0099009900990099,0.246656293417555
"PF00066_0","PF00066_scovar10",0,0.130261493717257
"PF00066_0","PF00066_scovar11",0,0.114735572455283
"PF00066_0","PF00066_scovar2",0,0.188716928669183
"PF00066_0","PF00066_scovar3",0,0.175595182064708
"PF00066_0","PF00066_scovar4",0,0.145719033325325
"PF00066_0","PF00066_scovar5",0,0.140697182437341
"PF00066_0","PF00066_scovar6",0,0.130854084960346
"PF00066_0","PF00066_scovar7",0,0.130573551594178
"PF00066_0","PF00066_scovar8",0,0.127006622803757
"PF00066_0","PF00066_scovar9",0,0.122926932503153
"PF00066_0","PF00066_sr0",0.0297029702970297,0.312891249331305
"PF00066_0","PF00066_sr1",0,0.255999518973969
"PF00066_0","PF00066_sr10",0.0297029702970297,0.199245960757161
"PF00066_0","PF00066_sr11",0.0297029702970297,0.196650019382679
"PF00066_0","PF00066_sr2",0,0.223227837215219
"PF00066_0","PF00066_sr3",0.0099009900990099,0.223589007455163
"PF00066_0","PF00066_sr4",0.0099009900990099,0.200409583058122
"PF00066_0","PF00066_sr5",0.0198019801980198,0.194072291387497
"PF00066_0","PF00066_sr6",0.0198019801980198,0.197711260908514
"PF00066_0","PF00066_sr7",0.0297029702970297,0.186239841216221
"PF00066_0","PF00066_sr8",0.0297029702970297,0.189796051939558
"PF00066_0","PF00066_sr9",0.0396039603960396,0.194509915483471
"PF00066_1","PF00066_sc0",0.772277227722772,0.823985953521701
"PF00066_1","PF00066_sc1",0.831683168316832,0.887438831369853
"PF00066_1","PF00066_sc10",0.574257425742574,0.770924146132445
"PF00066_1","PF00066_sc11",0.574257425742574,0.75606915250124
"PF00066_1","PF00066_sc2",0.782178217821782,0.852433034474847
"PF00066_1","PF00066_sc3",0.693069306930693,0.811036364169982
"PF00066_1","PF00066_sc4",0.643564356435644,0.789707134587126
"PF00066_1","PF00066_sc5",0.594059405940594,0.77731841323014
"PF00066_1","PF00066_sc6",0.603960396039604,0.735018233006381
"PF00066_1","PF00066_sc7",0.534653465346535,0.694831429905547
"PF00066_1","PF00066_sc8",0.504950495049505,0.698110289135087
"PF00066_1","PF00066_sc9",0.514851485148515,0.730646176822973
"PF00066_1","PF00066_scovar0",0.0198019801980198,0.249512748634916
"PF00066_1","PF00066_scovar1",0.0198019801980198,0.216809082229862
"PF00066_1","PF00066_scovar10",0,0.132684449274789
"PF00066_1","PF00066_scovar11",0,0.114963606347122
"PF00066_1","PF00066_scovar2",0.0099009900990099,0.183793118523085
"PF00066_1","PF00066_scovar3",0,0.164118971779597
"PF00066_1","PF00066_scovar4",0,0.150484010926493
"PF00066_1","PF00066_scovar5",0,0.142958428336114
"PF00066_1","PF00066_scovar6",0,0.12850758302551
"PF00066_1","PF00066_scovar7",0,0.131158702035439
"PF00066_1","PF00066_scovar8",0,0.127517723038615
"PF00066_1","PF00066_scovar9",0,0.125307545681408
"PF00066_1","PF00066_sr0",0.0099009900990099,0.278507024092412
"PF00066_1","PF00066_sr1",0,0.236726248730166
"PF00066_1","PF00066_sr10",0.0297029702970297,0.202841770460152
"PF00066_1","PF00066_sr11",0.0396039603960396,0.201607764372373
"PF00066_1","PF00066_sr2",0,0.222122002490038
"PF00066_1","PF00066_sr3",0.0099009900990099,0.222236917361018
"PF00066_1","PF00066_sr4",0.0099009900990099,0.198269371777902
"PF00066_1","PF00066_sr5",0.0198019801980198,0.19794661565981
"PF00066_1","PF00066_sr6",0.0198019801980198,0.201016416955652
"PF00066_1","PF00066_sr7",0.0297029702970297,0.194175565230004
"PF00066_1","PF00066_sr8",0.0297029702970297,0.194937903468113
"PF00066_1","PF00066_sr9",0.0396039603960396,0.199507214871918
"PF00066_10","PF00066_sc0",0.584158415841584,0.736534389021568
"PF00066_10","PF00066_sc1",0.603960396039604,0.760257984474695
"PF00066_10","PF00066_sc10",0.831683168316832,0.907360734127775
"PF00066_10","PF00066_sc11",0.861386138613861,0.895679047695061
"PF00066_10","PF00066_sc2",0.663366336633663,0.782185630316387
"PF00066_10","PF00066_sc3",0.772277227722772,0.817341337822868
"PF00066_10","PF00066_sc4",0.811881188118812,0.89035804872098
"PF00066_10","PF00066_sc5",0.742574257425743,0.853593398468061
"PF00066_10","PF00066_sc6",0.732673267326733,0.821473319858576
"PF00066_10","PF00066_sc7",0.683168316831683,0.773508601716588
"PF00066_10","PF00066_sc8",0.702970297029703,0.797950854745232
"PF00066_10","PF00066_sc9",0.782178217821782,0.852684317800047
"PF00066_10","PF00066_scovar0",0.0198019801980198,0.228579679540272
"PF00066_10","PF00066_scovar1",0.0297029702970297,0.205862401872972
"PF00066_10","PF00066_scovar10",0,0.131857208478657
"PF00066_10","PF00066_scovar11",0,0.118704985332405
"PF00066_10","PF00066_scovar2",0.0198019801980198,0.183790461815968
"PF00066_10","PF00066_scovar3",0.0099009900990099,0.160479154468576
"PF00066_10","PF00066_scovar4",0.0099009900990099,0.151068587656339
"PF00066_10","PF00066_scovar5",0.0099009900990099,0.145487635301241
"PF00066_10","PF00066_scovar6",0.0099009900990099,0.130870826316523
"PF00066_10","PF00066_scovar7",0,0.130408669201704
"PF00066_10","PF00066_scovar8",0,0.12617398497116
"PF00066_10","PF00066_scovar9",0,0.125648812926424
"PF00066_10","PF00066_sr0",0,0.256248438684208
"PF00066_10","PF00066_sr1",0,0.217862152122218
"PF00066_10","PF00066_sr10",0.0297029702970297,0.205021408067829
"PF00066_10","PF00066_sr11",0.0297029702970297,0.197416799866597
"PF00066_10","PF00066_sr2",0,0.19902496044107
"PF00066_10","PF00066_sr3",0.0099009900990099,0.217613204484523
"PF00066_10","PF00066_sr4",0.0099009900990099,0.195844760638111
"PF00066_10","PF00066_sr5",0.0198019801980198,0.196797339192263
"PF00066_10","PF00066_sr6",0.0198019801980198,0.194161013613183
"PF00066_10","PF00066_sr7",0.0297029702970297,0.189456824452865
"PF00066_10","PF00066_sr8",0.0297029702970297,0.194274237600944
"PF00066_10","PF00066_sr9",0.0396039603960396,0.199751658307384
"PF00066_11","PF00066_sc0",0.594059405940594,0.762156274246155
"PF00066_11","PF00066_sc1",0.603960396039604,0.771072916532937
"PF00066_11","PF00066_sc10",0.801980198019802,0.845757643206852
"PF00066_11","PF00066_sc11",0.792079207920792,0.850881537524512
"PF00066_11","PF00066_sc2",0.643564356435644,0.766051117936457
"PF00066_11","PF00066_sc3",0.722772277227723,0.812521367073554
"PF00066_11","PF00066_sc4",0.732673267326733,0.811326920069773
"PF00066_11","PF00066_sc5",0.702970297029703,0.78705545311121
"PF00066_11","PF00066_sc6",0.683168316831683,0.754957103858184
"PF00066_11","PF00066_sc7",0.663366336633663,0.74430026575691
"PF00066_11","PF00066_sc8",0.702970297029703,0.764828496735917
"PF00066_11","PF00066_sc9",0.772277227722772,0.828879479258381
"PF00066_11","PF00066_scovar0",0.0198019801980198,0.249307440446727
"PF00066_11","PF00066_scovar1",0.0297029702970297,0.215499617735895
"PF00066_11","PF00066_scovar10",0,0.129334534890772
"PF00066_11","PF00066_scovar11",0,0.116886631298687
"PF00066_11","PF00066_scovar2",0.0198019801980198,0.182899696272674
"PF00066_11","PF00066_scovar3",0.0099009900990099,0.166707570250519
"PF00066_11","PF00066_scovar4",0.0099009900990099,0.14903143996342
"PF00066_11","PF00066_scovar5",0.0099009900990099,0.144038143847232
"PF00066_11","PF00066_scovar6",0.0099009900990099,0.129068763824394
"PF00066_11","PF00066_scovar7",0,0.128696031240437
"PF00066_11","PF00066_scovar8",0,0.124208151678316
"PF00066_11","PF00066_scovar9",0,0.122872382660887
"PF00066_11","PF00066_sr0",0,0.271799075349638
"PF00066_11","PF00066_sr1",0,0.223847094103054
"PF00066_11","PF00066_sr10",0.0297029702970297,0.207504121138331
"PF00066_11","PF00066_sr11",0.0297029702970297,0.198326681424976
"PF00066_11","PF00066_sr2",0,0.209357549199772
"PF00066_11","PF00066_sr3",0.0099009900990099,0.227286821692384
"PF00066_11","PF00066_sr4",0.0099009900990099,0.197578826828745
"PF00066_11","PF00066_sr5",0.0198019801980198,0.198808022245197
"PF00066_11","PF00066_sr6",0.0198019801980198,0.198838344928636
