"FileName","NJRFScore","MLRFScore","NJCI","MLCI"
"PF00066_sc_0_0",0,0,0.121503165923269,0.117596608236552
"PF00066_sc_0_1",0,0,0.0942091805281931,0.0886137048826068
"PF00066_sc_0_10",0.0198019801980198,0.0099009900990099,0.146066523880239,0.127288897109906
"PF00066_sc_0_11",0,0,0.0923153227644018,0.0884901144289967
"PF00066_sc_0_2",0,0,0.0886453851566043,0.0840056914926429
"PF00066_sc_0_3",0,0,0.108241319605847,0.0976520788212878
"PF00066_sc_0_4",0.237623762376238,0.257425742574257,0.576659833600129,0.50475491370189
"PF00066_sc_0_5",0,0,0.0909192230475344,0.085077943002697
"PF00066_sc_0_6",0.0297029702970297,0.0099009900990099,0.18229474816439,0.157519455954038
"PF00066_sc_0_7",0,0,0.092048330085959,0.0888851931725877
"PF00066_sc_0_8",0,0,0.0900134517577875,0.0834052157406665
"PF00066_sc_0_9",0,0,0.0911843058258798,0.086735982370943
"PF00066_sc_1_0",0,0,0.0875340103481024,0.0819427997020867
"PF00066_sc_1_1",0,0,0.114566011712837,0.103901445730235
"PF00066_sc_1_10",0,0,0.112719608142465,0.104514109630988
"PF00066_sc_1_11",0,0,0.0636109220725988,0.0628591845715834
"PF00066_sc_1_2",0,0,0.0872242567986277,0.0836219962799522
"PF00066_sc_1_3",0.0099009900990099,0.0099009900990099,0.144212348015482,0.133677077853845
"PF00066_sc_1_4",0,0,0.0885031143127935,0.0810026651185788
"PF00066_sc_1_5",0,0,0.0972219983495899,0.091160946522504
"PF00066_sc_1_6",0,0,0.0922420996224941,0.0873276872487972
"PF00066_sc_1_7",0,0,0.0895453939624268,0.0823307133737601
"PF00066_sc_1_8",0,0,0.087704852547037,0.0811787700434318
"PF00066_sc_1_9",0,0,0.0892187632504668,0.0823853409095402
"PF00066_sc_10_0",0,0,0.0880248773584391,0.0842231117648275
"PF00066_sc_10_1",0,0,0.088411099842035,0.0829059400795872
"PF00066_sc_10_10",0,0,0.0826666704888261,0.080600317006913
"PF00066_sc_10_11",0,0,0.0487868909261462,0.047132910388259
