Protein family,Layer,Correlation,P value
PF00066,0,0.24140427365438813,3.210711712408038e-143
PF00066,1,0.18613959142047765,6.452050868195962e-85
PF00066,2,0.17018152631999003,4.360743172866126e-71
PF00066,3,0.15920829501735578,2.4708271859827293e-62
PF00066,4,0.1270058886107606,3.9062256050724406e-40
PF00066,5,0.09736227368023553,3.360684141033416e-24
PF00066,6,0.07268714944725539,3.7726085684058435e-14
PF00066,7,0.07352399855979805,1.9185079605066703e-14
PF00066,8,0.07951175869872236,1.2175550318204557e-16
PF00066,9,0.08438501037974312,1.486193019026221e-18
PF00066,10,0.0895958993469668,1.0034867148239194e-20
PF00066,11,0.09141378582195193,1.636423079386231e-21
