Protein family,Layer,Correlation,P value
PF06427,0,0.06614844564785431,1.026761471096073e-24
PF06427,1,0.008132586314781708,0.2074868363337776
PF06427,2,-0.012638172768162306,0.05012530961204704
PF06427,3,0.07045075390187017,8.025620880999136e-28
PF06427,4,0.13752137265322498,9.372281598140954e-102
PF06427,5,0.10495497814257577,8.07720285330384e-60
PF06427,6,0.02921023925643484,5.945514664464155e-06
PF06427,7,-0.01459368492889931,0.02369592564966498
PF06427,8,-0.08216363234469307,2.8764100831171545e-37
PF06427,9,-0.11762647996381097,9.1210872864489e-75
PF06427,10,-0.12454467469474302,1.1628014246127907e-83
PF06427,11,-0.09780241362177368,3.815257386706832e-52
