Protein family,Layer,Head,Correlation,P-value
PF01951,0,0,-0.33666061163082206,0.0
PF01951,0,1,-0.37332512953901503,0.0
PF01951,0,2,-0.38634110316097053,0.0
PF01951,0,3,-0.17075402480565346,3.386025174681813e-239
PF01951,0,4,0.5666528332828897,0.0
PF01951,0,5,0.021493323653904054,3.6743867981593084e-05
PF01951,0,6,0.02631310227668544,4.353361361030501e-07
PF01951,0,7,-0.33342181739767973,0.0
PF01951,0,8,-0.27858035975975476,0.0
PF01951,0,9,-0.44936170913006823,0.0
PF01951,0,10,0.11373185481163038,2.2334053892190993e-106
PF01951,0,11,-0.24903015837207643,0.0
PF01951,1,0,-0.431621483672755,0.0
PF01951,1,1,0.10006582569257239,1.1561020073744102e-82
PF01951,1,2,-0.5913293751159611,0.0
PF01951,1,3,-0.34735507200383103,0.0
PF01951,1,4,-0.4125332403859861,0.0
PF01951,1,5,-0.31953909553155857,0.0
PF01951,1,6,-0.44360527574697717,0.0
PF01951,1,7,-0.31537943592022516,0.0
PF01951,1,8,-0.4018168813598594,0.0
PF01951,1,9,-0.5675710181732039,0.0
PF01951,1,10,-0.11367382616053018,2.858901914289164e-106
PF01951,1,11,-0.2670883662328499,0.0
PF01951,2,0,-0.40258586909355115,0.0
PF01951,2,1,-0.34593294182529827,0.0
PF01951,2,2,-0.5500095914983535,0.0
PF01951,2,3,-0.4465583920700297,0.0
PF01951,2,4,-0.4126569450929174,0.0
PF01951,2,5,0.0743535227288101,2.3449257343696562e-46
PF01951,2,6,-0.22749182858911318,0.0
PF01951,2,7,-0.46765050268828484,0.0
PF01951,2,8,-0.5104981292822682,0.0
PF01951,2,9,-0.2798597890963478,0.0
PF01951,2,10,-0.45698515054369104,0.0
PF01951,2,11,-0.5331261529075734,0.0
PF01951,3,0,-0.46748379449166294,0.0
PF01951,3,1,-0.4962111120274132,0.0
PF01951,3,2,-0.5098614132962792,0.0
PF01951,3,3,-0.07140587645786527,6.998355407359174e-43
PF01951,3,4,-0.3910497157432097,0.0
PF01951,3,5,-0.5076049692500048,0.0
PF01951,3,6,-0.2961822947153954,0.0
PF01951,3,7,-0.5693030152948754,0.0
PF01951,3,8,-0.07721873343410078,7.203328691461186e-50
PF01951,3,9,-0.5968014423556512,0.0
PF01951,3,10,-0.561920878850013,0.0
PF01951,3,11,-0.44472315604019785,0.0
PF01951,4,0,-0.4678002597769586,0.0
PF01951,4,1,-0.26395087272718976,0.0
PF01951,4,2,-0.5331072464188286,0.0
PF01951,4,3,-0.5155554501159346,0.0
PF01951,4,4,-0.5070013537992925,0.0
PF01951,4,5,-0.44173834053957445,0.0
PF01951,4,6,-0.463902301801343,0.0
PF01951,4,7,-0.18871362246507517,1.2036787330897525e-292
PF01951,4,8,-0.48271626954427127,0.0
PF01951,4,9,-0.3752187657605853,0.0
PF01951,4,10,-0.5098295223296254,0.0
PF01951,4,11,-0.5334379191617427,0.0
PF01951,5,0,0.0346500435740835,2.8410845668188904e-11
PF01951,5,1,-0.19818350103797464,0.0
PF01951,5,2,-0.5649741166001471,0.0
PF01951,5,3,-0.3154781239177436,0.0
PF01951,5,4,-0.5531974666075171,0.0
PF01951,5,5,-0.35376223503005183,0.0
PF01951,5,6,-0.5128197342882049,0.0
PF01951,5,7,-0.43619445335386764,0.0
PF01951,5,8,-0.3392773621718103,0.0
PF01951,5,9,-0.5395410630995298,0.0
PF01951,5,10,-0.29789467401418396,0.0
PF01951,5,11,-0.30605060233582,0.0
PF01951,6,0,-0.5183264685484398,0.0
PF01951,6,1,-0.26932899406254535,0.0
PF01951,6,2,-0.48567882022027276,0.0
PF01951,6,3,-0.3582880018823304,0.0
PF01951,6,4,-0.46258134919457294,0.0
PF01951,6,5,-0.41280964062876124,0.0
PF01951,6,6,-0.5737409121644688,0.0
PF01951,6,7,-0.4856671061321048,0.0
PF01951,6,8,-0.532827968565538,0.0
PF01951,6,9,-0.4907365081432262,0.0
PF01951,6,10,-0.41396097517726854,0.0
PF01951,6,11,0.008055622067375217,0.12194716341747357
PF01951,7,0,-0.25349374836203525,0.0
PF01951,7,1,-0.5018433575170936,0.0
PF01951,7,2,-0.5384406455132101,0.0
PF01951,7,3,-0.524449807190835,0.0
PF01951,7,4,-0.5264592057649308,0.0
PF01951,7,5,-0.1755792375485174,5.3390347175733663e-253
PF01951,7,6,-0.35128398131598976,0.0
PF01951,7,7,-0.46808793106603896,0.0
PF01951,7,8,-0.5153755963902202,0.0
PF01951,7,9,-0.4375779512152271,0.0
PF01951,7,10,-0.5379626194986992,0.0
PF01951,7,11,-0.05935357859745672,3.922627768712266e-30
PF01951,8,0,-0.552364798452491,0.0
PF01951,8,1,-0.5349863206535947,0.0
PF01951,8,2,0.2843557963701552,0.0
PF01951,8,3,-0.3502950942605941,0.0
PF01951,8,4,-0.4742081651800683,0.0
PF01951,8,5,-0.4541501740325685,0.0
PF01951,8,6,0.11162983739373106,1.5763044922080597e-102
PF01951,8,7,-0.4945416629600891,0.0
PF01951,8,8,-0.14345821948522425,1.0192597166793158e-168
PF01951,8,9,-0.3505410668227559,0.0
PF01951,8,10,-0.5055443833605747,0.0
PF01951,8,11,-0.49635909197660405,0.0
PF01951,9,0,-0.5098637580710705,0.0
PF01951,9,1,-0.36882447256192963,0.0
PF01951,9,2,-0.5338881212428659,0.0
PF01951,9,3,-0.5147524854350812,0.0
PF01951,9,4,-0.5091819763637475,0.0
PF01951,9,5,-0.4862874264127338,0.0
PF01951,9,6,-0.36081569054951224,0.0
PF01951,9,7,-0.3713675440462242,0.0
PF01951,9,8,-0.5107581633020759,0.0
PF01951,9,9,-0.14510753759972175,1.296314656965355e-172
PF01951,9,10,-0.3686145095742538,0.0
PF01951,9,11,-0.5420578587533676,0.0
PF01951,10,0,-0.47014224582844133,0.0
PF01951,10,1,-0.3191017197206669,0.0
PF01951,10,2,-0.34613319859957425,0.0
PF01951,10,3,-0.5365132605304012,0.0
PF01951,10,4,-0.5590060016795422,0.0
PF01951,10,5,-0.5096292262855499,0.0
PF01951,10,6,-0.48773379980634446,0.0
PF01951,10,7,-0.5069601043070404,0.0
PF01951,10,8,-0.5724591261278313,0.0
PF01951,10,9,-0.5254371891889156,0.0
PF01951,10,10,-0.5417551693360451,0.0
PF01951,10,11,-0.5084419910132326,0.0
PF01951,11,0,-0.5335450575717139,0.0
PF01951,11,1,-0.4759152032549351,0.0
PF01951,11,2,-0.4676082492044783,0.0
PF01951,11,3,-0.543498380375007,0.0
PF01951,11,4,-0.5604925530147504,0.0
