Protein family,Layer,Correlation,P value
PF00066,0,0.20209698580786054,4.524611664523614e-100
PF00066,1,0.1641448965042982,3.393420847461424e-66
PF00066,2,0.15055808459680503,7.309486921921614e-56
PF00066,3,0.13830224386562615,2.461227832670816e-47
PF00066,4,0.0874003085534427,8.546716591834074e-20
PF00066,5,0.056595286056948434,3.863116676174549e-09
PF00066,6,0.04063798221498626,2.361888583314792e-05
PF00066,7,0.042374446001902315,1.0413081871408855e-05
PF00066,8,0.04736766470399235,8.289128987702451e-07
PF00066,9,0.04972366354973491,2.2930213404768137e-07
PF00066,10,0.04176252383901146,1.394687438391691e-05
PF00066,11,0.038317141769137406,6.720050978443969e-05
