Protein family,Layer,Correlation,P value
PF00066,0,0.2884315059904612,2.896352648506627e-206
PF00066,1,0.22961849726784345,2.1389974081194033e-129
PF00066,2,0.20171800920733524,1.0740644134752999e-99
PF00066,3,0.19194075848875783,2.851816190958334e-90
PF00066,4,0.14556904609064192,2.6633960628603226e-52
PF00066,5,0.12010852204813102,4.788901649075148e-36
PF00066,6,0.09990785682609199,2.111691566921062e-25
PF00066,7,0.09675438029352332,6.439147806726318e-24
PF00066,8,0.09624901186529497,1.1021836266955945e-23
PF00066,9,0.10505236188050995,6.322342555275916e-28
PF00066,10,0.10645803002777468,1.227834403751844e-28
PF00066,11,0.10767314195492156,2.925554411926184e-29
