Protein family,Layer,Correlation,P value
PF00066,0,0.2587298472955022,5.884821050450297e-165
PF00066,1,0.18001647933622983,1.8687403765854455e-79
PF00066,2,0.15657058291997417,2.5466829452981434e-60
PF00066,3,0.19653521734470328,1.2283938652825374e-94
PF00066,4,0.21960552749386394,2.9751607145463015e-118
PF00066,5,0.18985400177258083,2.520395749473211e-88
PF00066,6,0.15298484488421335,1.2202345238667365e-57
PF00066,7,0.14122048834311873,2.6823385635807554e-49
PF00066,8,0.13901718330732474,8.207880861107749e-48
PF00066,9,0.14759143342663253,9.924176311337707e-54
PF00066,10,0.1555072781078427,1.6128017336340368e-59
PF00066,11,0.17499106596150665,4.068909877196723e-75
