"FileName","NJRFScore","MLRFScore","NJCI","MLCI"
"PF00066_sc0",0.396039603960396,0.326732673267327,0.678357378477478,0.61024348726202
"PF00066_sc1",0.366336633663366,0.287128712871287,0.670618883076728,0.574693323187466
"PF00066_sc10",0.376237623762376,0.277227722772277,0.651508327719519,0.562881228425029
"PF00066_sc11",0.366336633663366,0.287128712871287,0.655609624659127,0.575618186015684
"PF00066_sc2",0.415841584158416,0.306930693069307,0.725808844638769,0.611988343850082
"PF00066_sc3",0.396039603960396,0.277227722772277,0.673879641807627,0.561654938938777
"PF00066_sc4",0.435643564356436,0.287128712871287,0.714914315391574,0.589206875800292
"PF00066_sc5",0.366336633663366,0.287128712871287,0.633406263270529,0.549585115294806
"PF00066_sc6",0.346534653465347,0.267326732673267,0.641705641642718,0.563361421553775
"PF00066_sc7",0.346534653465347,0.267326732673267,0.640239786200371,0.539514688372628
"PF00066_sc8",0.326732673267327,0.277227722772277,0.641484832331437,0.544192712278509
"PF00066_sc9",0.326732673267327,0.267326732673267,0.6364908938928,0.548230062184566
"PF00066_scovar0",0,0.0099009900990099,0.256126752014596,0.261418904868268
"PF00066_scovar1",0,0.0099009900990099,0.240129701729383,0.247459120865692
"PF00066_scovar10",0,0,0.136927371576631,0.137972137171911
"PF00066_scovar11",0,0,0.129209389697987,0.126508687327247
"PF00066_scovar2",0,0.0099009900990099,0.209291095637903,0.216901937503797
"PF00066_scovar3",0,0.0099009900990099,0.17601401139406,0.180663090050424
"PF00066_scovar4",0,0,0.165275901006809,0.17099456069678
"PF00066_scovar5",0,0,0.144582020665812,0.152510076440187
"PF00066_scovar6",0,0,0.139547685469931,0.141111482117656
"PF00066_scovar7",0,0,0.143526168910958,0.137010081392523
"PF00066_scovar8",0,0,0.134756512939935,0.137385171818058
"PF00066_scovar9",0,0,0.141866554014793,0.142348291077954
"PF00066_sr0",0.0099009900990099,0.0198019801980198,0.265235755463527,0.264766057025819
"PF00066_sr1",0.0198019801980198,0.0297029702970297,0.191098723923762,0.195663048759789
"PF00066_sr10",0.0198019801980198,0.0198019801980198,0.154833874034832,0.151305206914524
"PF00066_sr11",0.0198019801980198,0.0198019801980198,0.165923835961328,0.172634012495804
"PF00066_sr2",0.0198019801980198,0.0198019801980198,0.172861292558071,0.166575655060861
"PF00066_sr3",0.0198019801980198,0.0198019801980198,0.163858208826824,0.161342870345373
"PF00066_sr4",0.0198019801980198,0.0198019801980198,0.171962331497622,0.166257588012399
"PF00066_sr5",0.0198019801980198,0.0198019801980198,0.163037946120006,0.159810471222775
"PF00066_sr6",0.0099009900990099,0.0099009900990099,0.151781932262566,0.147467542459
"PF00066_sr7",0.0198019801980198,0.0198019801980198,0.167231157620333,0.160004502392196
"PF00066_sr8",0.0198019801980198,0.0198019801980198,0.157638787189071,0.154336693625936
"PF00066_sr9",0.0198019801980198,0.0198019801980198,0.150915774746646,0.146952948259872
"PF00168_sc0",0.576470588235294,0.443137254901961,0.628766444334242,0.474113766010817
"PF00168_sc1",0.537254901960784,0.466666666666667,0.652638333604771,0.514840473729169
"PF00168_sc10",0.447058823529412,0.415686274509804,0.550840302868396,0.501062508001291
"PF00168_sc11",0.458823529411765,0.419607843137255,0.549875796891861,0.494813008393464
"PF00168_sc2",0.529411764705882,0.458823529411765,0.671013319092579,0.52357676217405
"PF00168_sc3",0.486274509803922,0.431372549019608,0.644355080609289,0.51713996173782
"PF00168_sc4",0.458823529411765,0.411764705882353,0.585895026260173,0.48036676104878
"PF00168_sc5",0.447058823529412,0.415686274509804,0.559742007885607,0.486979746924991
"PF00168_sc6",0.431372549019608,0.4,0.572928651025083,0.51058708591034
"PF00168_sc7",0.435294117647059,0.415686274509804,0.554954147784772,0.510736713261519
"PF00168_sc8",0.43921568627451,0.415686274509804,0.57904829295277,0.526283509467918
"PF00168_sc9",0.454901960784314,0.415686274509804,0.562954429488171,0.5088924732554
"PF00168_scovar0",0.0745098039215686,0.0549019607843137,0.32082443817931,0.231560782958719
"PF00168_scovar1",0.0274509803921569,0.0156862745098039,0.301372965914404,0.218310472552543
"PF00168_scovar10",0.00392156862745098,0,0.129443548818333,0.118438164065925
"PF00168_scovar11",0,0,0.122619469242915,0.115733192322894
"PF00168_scovar2",0.0196078431372549,0.00784313725490196,0.27908281241012,0.194180860277939
"PF00168_scovar3",0.0156862745098039,0.00784313725490196,0.26655182968559,0.181540314087462
"PF00168_scovar4",0.0156862745098039,0.00392156862745098,0.199667002673554,0.15049537005447
"PF00168_scovar5",0.00392156862745098,0,0.164043641104172,0.131598861253447
"PF00168_scovar6",0.00392156862745098,0,0.149115132350066,0.129901715262393
"PF00168_scovar7",0.00392156862745098,0,0.129443429304025,0.117640155855858
"PF00168_scovar8",0.00392156862745098,0,0.132178382742656,0.119709852407778
"PF00168_scovar9",0.00392156862745098,0,0.122280485697598,0.115227789343971
"PF00168_sr0",0.0470588235294118,0.0431372549019608,0.339934789263573,0.241927716974408
"PF00168_sr1",0.0196078431372549,0.0196078431372549,0.273166758249509,0.187762715604946
"PF00168_sr10",0.00784313725490196,0.00784313725490196,0.170481660885545,0.155226206814403
"PF00168_sr11",0.00392156862745098,0.00392156862745098,0.173197359238167,0.149860220429564
"PF00168_sr2",0.0274509803921569,0.0196078431372549,0.279414463344301,0.202308420144655
"PF00168_sr3",0.0117647058823529,0.0117647058823529,0.244884369446432,0.181557040133426
"PF00168_sr4",0.0196078431372549,0.0196078431372549,0.21396922338635,0.173380294981875
"PF00168_sr5",0.00784313725490196,0.00784313725490196,0.18128733997608,0.148027730355559
"PF00168_sr6",0.00392156862745098,0.00392156862745098,0.169025234601225,0.148587310905247
"PF00168_sr7",0.00784313725490196,0.00784313725490196,0.158099825192936,0.139140965364414
"PF00168_sr8",0.00784313725490196,0.00784313725490196,0.151802878402171,0.141016932742811
"PF00168_sr9",0.00392156862745098,0.00392156862745098,0.165316291065813,0.143335821110264
"PF00484_sc0",0.542168674698795,0.457831325301205,0.691815065146814,0.647479692299957
"PF00484_sc1",0.570281124497992,0.48995983935743,0.750394301431867,0.704819690548053
"PF00484_sc10",0.514056224899598,0.48995983935743,0.719334937157262,0.680616842164051
"PF00484_sc11",0.534136546184739,0.506024096385542,0.743385399618337,0.720359252574387
"PF00484_sc2",0.578313253012048,0.497991967871486,0.750202659480586,0.703808879341066
"PF00484_sc3",0.546184738955823,0.473895582329317,0.743113509218671,0.703419024020394
"PF00484_sc4",0.477911646586345,0.441767068273092,0.71347896138034,0.686603271713041
"PF00484_sc5",0.453815261044177,0.437751004016064,0.701470758503543,0.67367223383762
"PF00484_sc6",0.477911646586345,0.469879518072289,0.676587656366084,0.68710144505606
"PF00484_sc7",0.449799196787149,0.44578313253012,0.674250130421292,0.657070715869638
"PF00484_sc8",0.465863453815261,0.449799196787149,0.683989691696448,0.687826522272986
"PF00484_sc9",0.473895582329317,0.453815261044177,0.672090419630203,0.642161136320951
"PF00484_scovar0",0.0642570281124498,0.0562248995983936,0.396464380810155,0.387626507146035
"PF00484_scovar1",0.0240963855421687,0.0200803212851406,0.348721508609828,0.33329494510653
"PF00484_scovar10",0.00803212851405622,0.00803212851405622,0.116699488140762,0.115776154863988
"PF00484_scovar11",0.0120481927710843,0.0120481927710843,0.117805970472494,0.116661942183707
"PF00484_scovar2",0.0120481927710843,0.0120481927710843,0.321989951602729,0.31722376737038
"PF00484_scovar3",0.0120481927710843,0.0160642570281124,0.294850393055274,0.295530188159761
"PF00484_scovar4",0.0120481927710843,0.0160642570281124,0.259521894202799,0.257157513109042
"PF00484_scovar5",0.00803212851405622,0.0120481927710843,0.173682570736736,0.169341235862399
"PF00484_scovar6",0.00803212851405622,0.0120481927710843,0.131602512138399,0.12824257731163
"PF00484_scovar7",0.00803212851405622,0.0120481927710843,0.11981105042295,0.119570194661006
"PF00484_scovar8",0.00803212851405622,0.0120481927710843,0.11819452510654,0.115716979677894
"PF00484_scovar9",0.0120481927710843,0.0120481927710843,0.125985411980005,0.125198086692682
"PF00484_sr0",0.0240963855421687,0.0281124497991968,0.377657911409002,0.37047395679302
"PF00484_sr1",0.0160642570281124,0.0160642570281124,0.335449515302114,0.330350527108871
"PF00484_sr10",0.0160642570281124,0.0160642570281124,0.272617586382641,0.268383729590655
"PF00484_sr11",0.0240963855421687,0.0240963855421687,0.289055897897593,0.280360060729472
"PF00484_sr2",0.0120481927710843,0.0120481927710843,0.316533339235166,0.305738647708691
"PF00484_sr3",0.00803212851405622,0.00803212851405622,0.268571384508583,0.268422025580697
"PF00484_sr4",0.00401606425702811,0.00401606425702811,0.248638271384601,0.242279023197418
"PF00484_sr5",0.00401606425702811,0.00401606425702811,0.231900944287039,0.229015506336791
"PF00484_sr6",0.00401606425702811,0.00401606425702811,0.227436523792627,0.221114631281672
"PF00484_sr7",0,0,0.235591047758655,0.231204198255104
"PF00484_sr8",0.00401606425702811,0.00401606425702811,0.232570797530608,0.230264281377753
"PF00484_sr9",0.00401606425702811,0.00401606425702811,0.269706946329464,0.26922066499576
"PF00672_sc0",0.425837320574163,0.301435406698565,0.530115337959533,0.391515335932813
"PF00672_sc1",0.38755980861244,0.282296650717703,0.501075944865173,0.375503577470457
"PF00672_sc10",0.344497607655502,0.272727272727273,0.457210999511061,0.394220081118931
"PF00672_sc11",0.325358851674641,0.277511961722488,0.453577059483481,0.398791404154107
"PF00672_sc2",0.411483253588517,0.301435406698565,0.555896315000296,0.410233405534828
"PF00672_sc3",0.349282296650718,0.263157894736842,0.485557403995383,0.392672927574526
"PF00672_sc4",0.334928229665072,0.272727272727273,0.483082306319102,0.401349809562083
"PF00672_sc5",0.334928229665072,0.263157894736842,0.459500047020159,0.393831069371577
"PF00672_sc6",0.320574162679426,0.253588516746411,0.422381360151383,0.360897472310977
"PF00672_sc7",0.311004784688995,0.258373205741627,0.413316183365388,0.366885428934466
"PF00672_sc8",0.325358851674641,0.263157894736842,0.449828551535118,0.386419032332902
"PF00672_sc9",0.344497607655502,0.277511961722488,0.471417331477685,0.403419232360531
"PF00672_scovar0",0.0287081339712919,0.0287081339712919,0.294196378175657,0.226589715672299
"PF00672_scovar1",0.0191387559808612,0.0191387559808612,0.266264542972136,0.196591320349756
"PF00672_scovar10",0.00478468899521531,0.00956937799043062,0.126928228787153,0.121873367681367
"PF00672_scovar11",0,0,0.121351409897286,0.113856784784411
"PF00672_scovar2",0.00956937799043062,0.0143540669856459,0.239085474958443,0.17446684463239
"PF00672_scovar3",0.00478468899521531,0.0143540669856459,0.192015693813655,0.160003170469786
"PF00672_scovar4",0.00478468899521531,0.00478468899521531,0.144550915949285,0.129130738017105
"PF00672_scovar5",0.00478468899521531,0.00478468899521531,0.140153796844253,0.126069554564162
"PF00672_scovar6",0,0.00478468899521531,0.1288372151697,0.120410617491265
"PF00672_scovar7",0,0.00478468899521531,0.130938357336134,0.120131315100528
"PF00672_scovar8",0,0.00478468899521531,0.130175719912545,0.120557511696759
"PF00672_scovar9",0,0.00478468899521531,0.126952345247194,0.121867156812927
"PF00672_sr0",0.0239234449760766,0.0191387559808612,0.263004604748848,0.19524559123091
"PF00672_sr1",0.00956937799043062,0.00478468899521531,0.221546476008614,0.171356217965274
"PF00672_sr10",0,0,0.146251740951937,0.138860935323449
"PF00672_sr11",0.00956937799043062,0.00956937799043062,0.138796191116481,0.135243517149956
