Protein family,Layer,Correlation,P value
PF00672,0,0.036991723986901426,4.33947881517119e-15
PF00672,1,0.02797694169032471,2.990702879625441e-09
PF00672,2,0.06557108900895141,5.088736759133448e-44
PF00672,3,0.0841678457298872,1.853054228743739e-71
PF00672,4,0.09003215497249757,1.5597159725891538e-81
PF00672,5,0.09124527049782846,1.055292461348557e-83
PF00672,6,0.07607095153366786,1.1356731172462647e-58
PF00672,7,0.07095724843914679,2.9010841680234007e-51
PF00672,8,0.06405854173163929,4.3468691480879083e-42
PF00672,9,0.06550175695128553,6.253642161877567e-44
PF00672,10,0.054718586206621435,3.721675291818322e-31
PF00672,11,0.04399754331107068,1.041484912060129e-20
