Protein family,Layer,Correlation,P value
PF00168,0,0.2725015681591687,0.0
PF00168,1,0.21437011215570276,0.0
PF00168,2,0.1736327739166537,0.0
PF00168,3,0.14495365215825606,2.493843776371715e-309
PF00168,4,0.12358678204674599,8.559210262860853e-225
PF00168,5,0.060135304684794916,2.219315983515633e-54
PF00168,6,-0.01263673439410797,0.0011127621476220708
PF00168,7,-0.003811162039985634,0.32547707465474274
PF00168,8,-0.014724209990456481,0.00014529237030625811
PF00168,9,0.011311880051520493,0.0035171579968033043
PF00168,10,0.03434443319673102,7.767187186461358e-19
PF00168,11,0.05448274451092879,6.081548325952366e-45
