FileName1,FileName2,RF_1,CI_1,RF_2,CI_2,RF_3,CI_3,RF_4,CI_4,RF_5,CI_5,RF_mean,RF_var,CI_mean,CI_var,FileName1_num,FileName2_num,ProteinFamily
PF00066_0,PF00066_scovar0,0.0396039603960396,0.298390335803458,0.0396039603960396,0.243805112230496,0.0297029702970297,0.301481172101387,0.0396039603960396,0.295796056783261,0.0396039603960396,0.339313697870787,0.037623762376237616,0.004427857381187701,0.29575727495787774,0.03404367305747333,0,0,PF00066
PF00066_1,PF00066_scovar1,0.0297029702970297,0.231373528049988,0.0099009900990099,0.203979084888872,0.0198019801980198,0.212944881203949,0.0198019801980198,0.216809082229862,0.0,0.254392837553339,0.01584158415841584,0.011288865595040968,0.22389988278520204,0.01970282571753859,1,1,PF00066
PF00066_2,PF00066_scovar2,0.0198019801980198,0.199164219395883,0.0099009900990099,0.166911655836994,0.0198019801980198,0.193672539582327,0.0099009900990099,0.180948352521485,0.0,0.20925163267187,0.011881188118811878,0.008283762638951243,0.1899896800017118,0.016455236631579825,2,2,PF00066
PF00066_3,PF00066_scovar3,0.0099009900990099,0.171874686132548,0.0099009900990099,0.163524316227394,0.0198019801980198,0.167115483754986,0.0099009900990099,0.159021358116037,0.0,0.181419029212966,0.0099009900990099,0.007001057239470767,0.1685909746887862,0.008584395822228578,3,3,PF00066
PF00066_4,PF00066_scovar4,0.0099009900990099,0.152685072383129,0.0099009900990099,0.14451355999631,0.0099009900990099,0.153414220814352,0.0099009900990099,0.147966506194809,0.0099009900990099,0.164115867536937,0.0099009900990099,0.0,0.15253904538510737,0.00741833197935716,4,4,PF00066
PF00066_5,PF00066_scovar5,0.0099009900990099,0.1439765448499,0.0099009900990099,0.134378267399469,0.0099009900990099,0.149357839844147,0.0099009900990099,0.146665430284808,0.0,0.142636808438908,0.00792079207920792,0.0044278573811877015,0.1434029781634464,0.005667128255221314,5,5,PF00066
PF00066_6,PF00066_scovar6,0.0099009900990099,0.147895562499856,0.0198019801980198,0.134573167263909,0.0,0.139399509279427,0.0099009900990099,0.128201129725793,0.0,0.146892851213599,0.00792079207920792,0.008283762638951243,0.1393924439965168,0.008322110999525175,6,6,PF00066
PF00066_7,PF00066_scovar7,0.0099009900990099,0.15010877530836,0.0099009900990099,0.130705781744288,0.0,0.128425184040036,0.0,0.133286889029197,0.0099009900990099,0.153050551961374,0.00594059405940594,0.00542299561886303,0.13911543641665097,0.011554400649370116,7,7,PF00066
PF00066_8,PF00066_scovar8,0.0099009900990099,0.142525803270411,0.0099009900990099,0.136349441112057,0.0,0.137129730417425,0.0,0.12999445791073,0.0099009900990099,0.140925800423246,0.00594059405940594,0.00542299561886303,0.1373850466267738,0.004866281512482465,8,8,PF00066
PF00066_9,PF00066_scovar9,0.0198019801980198,0.150162145944695,0.0099009900990099,0.138747306667028,0.0,0.129032391626737,0.0,0.125166511692973,0.0099009900990099,0.145607901428981,0.00792079207920792,0.008283762638951243,0.1377432514720828,0.010620066483050077,9,9,PF00066
PF00066_10,PF00066_scovar10,0.0099009900990099,0.13945610637813,0.0099009900990099,0.147207700751727,0.0,0.139759567690294,0.0,0.131857208478657,0.0099009900990099,0.144755248127024,0.00594059405940594,0.00542299561886303,0.1406071662851664,0.005902939143221671,10,10,PF00066
PF00066_11,PF00066_scovar11,0.0198019801980198,0.140058809380756,0.0099009900990099,0.136626725064127,0.0,0.121567844080267,0.0,0.116886631298687,0.0099009900990099,0.127763340335452,0.00792079207920792,0.008283762638951243,0.1285806700318578,0.009786278430126808,11,11,PF00066
PF00168_0,PF00168_scovar0,0.0823529411764706,0.580613793094836,0.101960784313725,0.54508926545864,0.105882352941176,0.569905363370041,0.0784313725490196,0.522395114360016,0.0784313725490196,0.509551732648059,0.08941176470588216,0.013413828530577833,0.5455110537863185,0.030227809979828872,0,0,PF00168
PF00168_1,PF00168_scovar1,0.0156862745098039,0.374847182647072,0.0313725490196078,0.357939727700729,0.0509803921568627,0.386143788983391,0.0235294117647059,0.362064044942833,0.0274509803921569,0.378450439174334,0.02980392156862744,0.013182538285467914,0.37188903668967177,0.011684544033901777,1,1,PF00168
PF00168_2,PF00168_scovar2,0.0274509803921569,0.349712783466463,0.0274509803921569,0.365787642593168,0.0352941176470588,0.33724612449173,0.0156862745098039,0.332001771570035,0.0078431372549019,0.325576220829615,0.022745098039215685,0.010881911314126778,0.34206490859020217,0.01595009662697138,2,2,PF00168
PF00168_3,PF00168_scovar3,0.0078431372549019,0.273232086035174,0.0078431372549019,0.283944597839594,0.0235294117647059,0.279171212308388,0.0196078431372549,0.310606829931594,0.0078431372549019,0.271653387410357,0.0133333333333333,0.007644544584163932,0.28372162270502144,0.015805402580918615,3,3,PF00168
PF00168_4,PF00168_scovar4,0.0039215686274509,0.197803752120444,0.0078431372549019,0.21928441533648,0.0274509803921569,0.23638554548419,0.0117647058823529,0.210858703574721,0.0039215686274509,0.196221999914511,0.010980392156862698,0.009764627135677486,0.2121108832860692,0.016578882335112646,4,4,PF00168
PF00168_5,PF00168_scovar5,0.0,0.144169673975625,0.0039215686274509,0.144435293901826,0.0235294117647059,0.156356418921388,0.0117647058823529,0.148544384845474,0.0,0.146417277413925,0.00784313725490194,0.009998077477632922,0.1479846098116476,0.005000211134643734,5,5,PF00168
PF00168_6,PF00168_scovar6,0.0,0.130527173602803,0.0039215686274509,0.124984862293625,0.0156862745098039,0.137808328022596,0.0078431372549019,0.13570272639784,0.0,0.137914113801751,0.0054901960784313406,0.006562039423796663,0.133387440823723,0.005571804323879643,6,6,PF00168
PF00168_7,PF00168_scovar7,0.0,0.117115723353042,0.0,0.128514654851792,0.0156862745098039,0.133418240970419,0.0117647058823529,0.127052627587839,0.0,0.126797871748564,0.00549019607843136,0.0076445445841638775,0.12657982370233117,0.005923423971729487,7,7,PF00168
PF00168_8,PF00168_scovar8,0.0,0.119486387411314,0.0,0.120709591132304,0.0039215686274509,0.124017152515137,0.0078431372549019,0.126435840097311,0.0,0.124996431945425,0.00235294117647056,0.0035075576117643433,0.12312908062029819,0.002929738644400012,8,8,PF00168
PF00168_9,PF00168_scovar9,0.0039215686274509,0.125268720858173,0.0,0.117553765509011,0.0078431372549019,0.110072258921256,0.0078431372549019,0.119963633372485,0.0,0.119397699583675,0.0039215686274509404,0.00392156862745095,0.11845121564892,0.0054925847532191815,9,9,PF00168
PF00168_10,PF00168_scovar10,0.0039215686274509,0.117427355307749,0.0,0.116814665440605,0.0156862745098039,0.114907783073239,0.0078431372549019,0.119875936722262,0.0,0.119105645634188,0.0054901960784313406,0.006562039423796663,0.11762627723560859,0.001958187479189301,10,10,PF00168
PF00168_11,PF00168_scovar11,0.0039215686274509,0.121121712514323,0.0039215686274509,0.115140630174273,0.0156862745098039,0.115870872589861,0.0039215686274509,0.119728109322738,0.0,0.115512635991247,0.005490196078431321,0.005947353289452204,0.1174747921184884,0.0027499269672269615,11,11,PF00168
PF00484_0,PF00484_scovar0,0.0803212851405622,0.496882742884753,0.0522088353413655,0.477919666585907,0.0763052208835341,0.490600376459931,0.0682730923694779,0.493880904083021,0.072289156626506,0.435557231857089,0.06987951807228912,0.010850808101290165,0.4789681843741402,0.025319156267816563,0,0,PF00484
PF00484_1,PF00484_scovar1,0.0120481927710843,0.369682882131069,0.0281124497991968,0.368371187441123,0.0401606425702811,0.371519855514229,0.0200803212851406,0.39484593091576,0.0321285140562249,0.364192239483646,0.026506024096385538,0.010850808101290198,0.3737224190971654,0.012112306763063478,1,1,PF00484
PF00484_2,PF00484_scovar2,0.0040160642570281,0.349294871456372,0.0240963855421687,0.337912705990399,0.0240963855421687,0.352659749120802,0.0080321285140562,0.324421807999432,0.0160642570281124,0.328073087795058,0.01526104417670682,0.009158035542964984,0.3384724444724126,0.012492846460837934,2,2,PF00484
PF00484_3,PF00484_scovar3,0.0040160642570281,0.310497363249881,0.0120481927710843,0.270108496047012,0.0120481927710843,0.308967354518538,0.0160642570281124,0.289714761815859,0.0200803212851406,0.289741429695517,0.01285140562248994,0.005956785933410183,0.2938058810653614,0.016607971979947494,3,3,PF00484
PF00484_4,PF00484_scovar4,0.0,0.203706395877683,0.0080321285140562,0.220140913097361,0.0120481927710843,0.21052083778467,0.0040160642570281,0.232443685875569,0.0160642570281124,0.251492066640397,0.0080321285140562,0.00634995514090034,0.223660779855136,0.018940333562364523,4,4,PF00484
PF00484_5,PF00484_scovar5,0.0,0.176323856365516,0.0040160642570281,0.17532601868765,0.0080321285140562,0.185497259497927,0.0,0.18045061619815,0.0160642570281124,0.177743630376501,0.0056224899598393396,0.0067201608556953655,0.17906827622514881,0.0040784098675179835,5,5,PF00484
PF00484_6,PF00484_scovar6,0.0,0.135100913863607,0.0080321285140562,0.148952697327347,0.0040160642570281,0.123566366012115,0.0040160642570281,0.131139222780026,0.0120481927710843,0.13719280499379,0.0056224899598393396,0.004579017771482468,0.135190400995377,0.009286396829142092,6,6,PF00484
PF00484_7,PF00484_scovar7,0.0,0.122278326855666,0.0,0.127134554917655,0.0040160642570281,0.119897234144305,0.0,0.0758198709491992,0.0120481927710843,0.126322076209409,0.00321285140562248,0.005236307152773196,0.11429041261524682,0.021708055635971328,7,7,PF00484
PF00484_8,PF00484_scovar8,0.0,0.123707519153186,0.0040160642570281,0.124645996293363,0.0,0.12053988053137,0.0040160642570281,0.0633596013284595,0.0120481927710843,0.127475547959068,0.0040160642570281,0.004918654101974238,0.11194570905308929,0.027273077459691222,8,8,PF00484
PF00484_9,PF00484_scovar9,0.0,0.114095565272833,0.0040160642570281,0.133380022679676,0.0,0.12114614648339,0.0040160642570281,0.0737468913493854,0.0160642570281124,0.125782458050969,0.00481927710843372,0.006599066957893546,0.11363021676725067,0.02337261857876172,9,9,PF00484
PF00484_10,PF00484_scovar10,0.0,0.118957734991907,0.0080321285140562,0.134049077002164,0.0040160642570281,0.117725657900032,0.0,0.0675524737760739,0.0120481927710843,0.121096108529625,0.00481927710843372,0.005236307152773195,0.11187621043996039,0.025620305373797777,10,10,PF00484
PF00484_11,PF00484_scovar11,0.0,0.109756811379273,0.0080321285140562,0.120368652284307,0.0,0.113687409003483,0.0,0.0694081482167576,0.0160642570281124,0.117041899030097,0.00481927710843372,0.007184154144577615,0.10605258398278353,0.020859898029083203,11,11,PF00484
PF00672_0,PF00672_scovar0,0.0430622009569378,0.34893055952994,0.0430622009569378,0.360159899877056,0.0382775119617225,0.386628934108563,0.0430622009569378,0.364836507472989,0.0287081339712919,0.367885049842043,0.03923444976076556,0.006238471201150846,0.3656881901661182,0.013742693429303055,0,0,PF00672
PF00672_1,PF00672_scovar1,0.0287081339712919,0.284644394063306,0.0095693779904306,0.300148046321012,0.0191387559808612,0.293574135831017,0.0095693779904306,0.27444003916719,0.0143540669856459,0.288902076318233,0.01626794258373204,0.008006316043388305,0.2883417383401516,0.009669649229523099,1,1,PF00672
PF00672_2,PF00672_scovar2,0.0191387559808612,0.249556299218291,0.0287081339712919,0.252816058058405,0.0143540669856459,0.255022571930536,0.0095693779904306,0.234443144215246,0.0095693779904306,0.238504326265594,0.016267942583732042,0.008006316043388303,0.2460684799376144,0.009086188814352374,2,2,PF00672
PF00672_3,PF00672_scovar3,0.0047846889952153,0.187709235806923,0.0143540669856459,0.191439237350233,0.0047846889952153,0.199345167421956,0.0191387559808612,0.207855294248942,0.0095693779904306,0.184649340794326,0.010526315789473661,0.006238471201150846,0.194199655124476,0.009406204464499149,3,3,PF00672
PF00672_4,PF00672_scovar4,0.0,0.145013600875804,0.0095693779904306,0.153833439320881,0.0047846889952153,0.152154400705482,0.0239234449760766,0.152309559732815,0.0,0.136593662869887,0.0076555023923445,0.0099217422743195,0.1479809327009738,0.007226369303947568,4,4,PF00672
PF00672_5,PF00672_scovar5,0.0,0.137396723195705,0.0047846889952153,0.136042393835786,0.0047846889952153,0.141510811603722,0.0095693779904306,0.132803528317961,0.0,0.134929042598436,0.0038277511961722402,0.004003158021694132,0.13653649991032202,0.0032498806768716353,5,5,PF00672
PF00672_6,PF00672_scovar6,0.0047846889952153,0.135522200996138,0.0095693779904306,0.133053914627356,0.0047846889952153,0.139564741237057,0.0143540669856459,0.139851418539131,0.0,0.12860262830565,0.006698564593301421,0.005455384809086772,0.1353189807410664,0.004713032134170987,6,6,PF00672
PF00672_7,PF00672_scovar7,0.0,0.125734736838497,0.0095693779904306,0.125343592179139,0.0143540669856459,0.129094560746044,0.0191387559808612,0.128806272336639,0.0,0.129591521018917,0.00861244019138754,0.008559111875597263,0.1277141366238472,0.0020100004859284776,7,7,PF00672
PF00672_8,PF00672_scovar8,0.0095693779904306,0.13318467177664,0.0095693779904306,0.129958574529174,0.0143540669856459,0.142859131233369,0.0191387559808612,0.131247954111589,0.0,0.132228833095007,0.010526315789473661,0.007096840657507796,0.1338958329491558,0.005151179987705657,8,8,PF00672
PF00672_9,PF00672_scovar9,0.0143540669856459,0.135936119685241,0.0095693779904306,0.129460744014516,0.0,0.133168159737637,0.0143540669856459,0.133196528438607,0.0,0.125101005920811,0.00765550239234448,0.007256340137848358,0.1313725115593624,0.004194178918525212,9,9,PF00672
PF00672_10,PF00672_scovar10,0.0095693779904306,0.127331655010372,0.0095693779904306,0.123031371903173,0.0,0.129717388091244,0.0,0.12612890756365,0.0047846889952153,0.134031027049587,0.0047846889952153,0.0047846889952153,0.1280480699236052,0.0041214709945638795,10,10,PF00672
PF00672_11,PF00672_scovar11,0.0047846889952153,0.123392901322967,0.0047846889952153,0.128873912127628,0.0,0.11602995547204,0.0,0.128600879907356,0.0,0.127440928026179,0.0019138755980861201,0.002620682093326148,0.124867715371234,0.005405752255353487,11,11,PF00672
PF00699_0,PF00699_scovar0,0.0756013745704467,0.391865801887562,0.0652920962199313,0.414951167635301,0.0549828178694158,0.39759563177457,0.0515463917525773,0.405884155738559,0.0412371134020619,0.391980605822189,0.0577319587628866,0.013175456709746245,0.4004554725716362,0.009916908219952935,0,0,PF00699
PF00699_1,PF00699_scovar1,0.0206185567010309,0.354983748482812,0.0103092783505155,0.332590914979271,0.013745704467354,0.341420523953345,0.013745704467354,0.337090253684193,0.0206185567010309,0.341366548847208,0.01580756013745706,0.00461044943814386,0.34149039798936576,0.008376347597300663,1,1,PF00699
PF00699_2,PF00699_scovar2,0.013745704467354,0.322159248712504,0.0171821305841924,0.298855741013109,0.0206185567010309,0.284724332722875,0.0103092783505155,0.324920037229801,0.013745704467354,0.317366363317481,0.01512027491408936,0.003918128608588069,0.309605144599154,0.017226378460440037,2,2,PF00699
PF00699_3,PF00699_scovar3,0.0034364261168384,0.292736374461158,0.0103092783505155,0.269045305960079,0.0103092783505155,0.289208671920958,0.0034364261168384,0.280637026011656,0.0034364261168384,0.287167582641361,0.00618556701030924,0.003764416202784715,0.2837589921990424,0.00932939073263787,3,3,PF00699
